"Presidential General Election Returns by County, National Summary (2004)"
"Generated from CQ Press U.S. Political Stats Database, January 14, 2016"
,
,
State,County,"Winning Party","Dem. Candidate (2004)","Dem. Votes","Dem. %","Rep. Candidate (2004)","Rep. Votes","Rep. %","Highest Other (2004)","Other Votes","Other %"
NE,GREELEY,R,"Kerry, John",361,28.9,"Bush, George",865,69.3,"Other/Unknown, ",22,1.8
NE,HALL,R,"Kerry, John",6228,29.4,"Bush, George",14592,69,"Other/Unknown, ",334,1.6
NE,HAMILTON,R,"Kerry, John",1012,20.8,"Bush, George",3785,77.8,"Other/Unknown, ",69,1.4
NE,HARLAN,R,"Kerry, John",398,21,"Bush, George",1467,77.3,"Other/Unknown, ",32,1.7
NE,HAYES,R,"Kerry, John",66,11,"Bush, George",524,87.6,"Other/Unknown, ",8,1.3
NE,HITCHCOCK,R,"Kerry, John",296,19.9,"Bush, George",1171,78.8,"Other/Unknown, ",19,1.3
NE,HOLT,R,"Kerry, John",894,17.3,"Bush, George",4217,81.5,"Other/Unknown, ",63,1.2
NE,HOOKER,R,"Kerry, John",64,13.9,"Bush, George",392,85,"Other/Unknown, ",5,1.1
NE,HOWARD,R,"Kerry, John",900,30.2,"Bush, George",2020,67.8,"Other/Unknown, ",59,2
NE,JEFFERSON,R,"Kerry, John",1352,33.7,"Bush, George",2600,64.8,"Other/Unknown, ",59,1.5
NE,JOHNSON,R,"Kerry, John",885,37,"Bush, George",1470,61.4,"Other/Unknown, ",39,1.6
NE,KEARNEY,R,"Kerry, John",707,20.9,"Bush, George",2621,77.6,"Other/Unknown, ",51,1.5
NE,KEITH,R,"Kerry, John",743,18,"Bush, George",3356,81.1,"Other/Unknown, ",38,0.9
NE,"KEYA PAHA",R,"Kerry, John",98,17.9,"Bush, George",442,80.5,"Other/Unknown, ",9,1.6
NE,KIMBALL,R,"Kerry, John",366,19.5,"Bush, George",1491,79.4,"Other/Unknown, ",20,1.1
NE,KNOX,R,"Kerry, John",1086,25.8,"Bush, George",3062,72.7,"Other/Unknown, ",65,1.5
NE,LANCASTER,R,"Kerry, John",52747,42.4,"Bush, George",69764,56,"Other/Unknown, ",1998,1.6
NE,LINCOLN,R,"Kerry, John",4905,30.3,"Bush, George",11056,68.3,"Other/Unknown, ",238,1.5
NE,LOGAN,R,"Kerry, John",67,15.6,"Bush, George",357,83.2,"Other/Unknown, ",5,1.2
NE,LOUP,R,"Kerry, John",68,17.6,"Bush, George",314,81.3,"Other/Unknown, ",4,1
NE,MADISON,R,"Kerry, John",2934,20.8,"Bush, George",10981,77.9,"Other/Unknown, ",174,1.2
NE,MCPHERSON,R,"Kerry, John",49,15.7,"Bush, George",259,83,"Other/Unknown, ",4,1.3
NE,MERRICK,R,"Kerry, John",833,22.8,"Bush, George",2771,75.8,"Other/Unknown, ",53,1.4
NE,MORRILL,R,"Kerry, John",495,21.6,"Bush, George",1755,76.5,"Other/Unknown, ",43,1.9
NE,NANCE,R,"Kerry, John",459,26.5,"Bush, George",1237,71.5,"Other/Unknown, ",35,2
NE,NEMAHA,R,"Kerry, John",1066,28.7,"Bush, George",2595,69.9,"Other/Unknown, ",54,1.5
NE,NUCKOLLS,R,"Kerry, John",541,21.9,"Bush, George",1884,76.2,"Other/Unknown, ",46,1.9
NE,OTOE,R,"Kerry, John",2275,30.8,"Bush, George",5018,67.9,"Other/Unknown, ",93,1.3
NE,PAWNEE,R,"Kerry, John",481,32.4,"Bush, George",986,66.5,"Other/Unknown, ",16,1.1
NE,PERKINS,R,"Kerry, John",262,16.8,"Bush, George",1285,82.5,"Other/Unknown, ",11,0.7
NE,PHELPS,R,"Kerry, John",830,17.5,"Bush, George",3872,81.6,"Other/Unknown, ",41,0.9
NE,PIERCE,R,"Kerry, John",546,16.1,"Bush, George",2824,83.1,"Other/Unknown, ",28,0.8
NE,PLATTE,R,"Kerry, John",2657,19,"Bush, George",11130,79.6,"Other/Unknown, ",200,1.4
NE,POLK,R,"Kerry, John",549,20.1,"Bush, George",2146,78.7,"Other/Unknown, ",32,1.2
NE,"RED WILLOW",R,"Kerry, John",1055,20.1,"Bush, George",4129,78.5,"Other/Unknown, ",74,1.4
NE,RICHARDSON,R,"Kerry, John",1297,30.3,"Bush, George",2924,68.3,"Other/Unknown, ",57,1.3
NE,ROCK,R,"Kerry, John",130,14.7,"Bush, George",740,83.8,"Other/Unknown, ",13,1.5
NE,SALINE,R,"Kerry, John",2420,43.5,"Bush, George",3071,55.2,"Other/Unknown, ",75,1.3
NE,SARPY,R,"Kerry, John",17455,29.9,"Bush, George",40163,68.9,"Other/Unknown, ",716,1.2
NE,SAUNDERS,R,"Kerry, John",2884,30.4,"Bush, George",6441,67.9,"Other/Unknown, ",164,1.7
NE,"SCOTTS BLUFF",R,"Kerry, John",3843,26.7,"Bush, George",10378,72.1,"Other/Unknown, ",169,1.2
NE,SEWARD,R,"Kerry, John",2114,27.9,"Bush, George",5353,70.8,"Other/Unknown, ",98,1.3
NE,SHERIDAN,R,"Kerry, John",430,16.5,"Bush, George",2136,82.2,"Other/Unknown, ",33,1.3
NE,SHERMAN,R,"Kerry, John",541,32.9,"Bush, George",1072,65.2,"Other/Unknown, ",30,1.8
NE,SIOUX,R,"Kerry, John",123,15.2,"Bush, George",677,83.7,"Other/Unknown, ",9,1.1
NE,STANTON,R,"Kerry, John",559,20.4,"Bush, George",2159,78.7,"Other/Unknown, ",27,1
NE,THAYER,R,"Kerry, John",764,26.5,"Bush, George",2075,72.1,"Other/Unknown, ",39,1.4
NE,THOMAS,R,"Kerry, John",60,13.5,"Bush, George",378,85.1,"Other/Unknown, ",6,1.4
NE,THURSTON,D,"Kerry, John",1212,50.8,"Bush, George",1154,48.3,"Other/Unknown, ",21,0.9
NE,VALLEY,R,"Kerry, John",564,23.6,"Bush, George",1801,75.3,"Other/Unknown, ",26,1.1
NE,WASHINGTON,R,"Kerry, John",2754,27.7,"Bush, George",7083,71.2,"Other/Unknown, ",113,1.1
NE,WAYNE,R,"Kerry, John",1059,25.9,"Bush, George",2971,72.7,"Other/Unknown, ",55,1.3
NE,WEBSTER,R,"Kerry, John",557,27.8,"Bush, George",1403,70.1,"Other/Unknown, ",42,2.1
NE,WHEELER,R,"Kerry, John",81,17.9,"Bush, George",366,80.8,"Other/Unknown, ",6,1.3
NE,YORK,R,"Kerry, John",1304,19.2,"Bush, George",5393,79.3,"Other/Unknown, ",100,1.5
MA,BARNSTABLE,D,"Kerry, John",72156,54.6,"Bush, George",58527,44.3,"Other/Unknown, ",1465,1.1
MA,BERKSHIRE,D,"Kerry, John",47743,73.1,"Bush, George",16806,25.7,"Other/Unknown, ",742,1.1
MA,BRISTOL,D,"Kerry, John",147854,63.5,"Bush, George",82524,35.4,"Other/Unknown, ",2500,1.1
MA,DUKES,D,"Kerry, John",7265,72.7,"Bush, George",2602,26,"Other/Unknown, ",130,1.3
MA,ESSEX,D,"Kerry, John",194068,58.2,"Bush, George",135114,40.5,"Other/Unknown, ",4051,1.2
MA,FRANKLIN,D,"Kerry, John",25550,68.4,"Bush, George",11058,29.6,"Other/Unknown, ",773,2.1
MA,HAMPDEN,D,"Kerry, John",113710,60.9,"Bush, George",70925,38,"Other/Unknown, ",2004,1.1
MA,HAMPSHIRE,D,"Kerry, John",51680,69.4,"Bush, George",21315,28.6,"Other/Unknown, ",1427,1.9
MA,MIDDLESEX,D,"Kerry, John",440862,64,"Bush, George",237815,34.5,"Other/Unknown, ",10283,1.5
MA,NANTUCKET,D,"Kerry, John",3608,63,"Bush, George",2040,35.6,"Other/Unknown, ",76,1.3
MA,NORFOLK,D,"Kerry, John",199392,60.2,"Bush, George",127763,38.6,"Other/Unknown, ",3982,1.2
MA,PLYMOUTH,D,"Kerry, John",125178,53.7,"Bush, George",105603,45.3,"Other/Unknown, ",2516,1.1
MA,SUFFOLK,D,"Kerry, John",182592,75.9,"Bush, George",54923,22.8,"Other/Unknown, ",3130,1.3
MA,WORCESTER,D,"Kerry, John",192142,56.4,"Bush, George",144094,42.3,"Other/Unknown, ",4400,1.3
CT,FAIRFIELD,D,"Kerry, John",205902,51.4,"Bush, George",189605,47.3,"Other/Unknown, ",5460,1.4
CT,HARTFORD,D,"Kerry, John",229902,58.7,"Bush, George",154919,39.5,"Other/Unknown, ",6987,1.8
CT,LITCHFIELD,R,"Kerry, John",44647,46.2,"Bush, George",50160,51.9,"Other/Unknown, ",1861,1.9
CT,MIDDLESEX,D,"Kerry, John",47292,56.3,"Bush, George",35252,42,"Other/Unknown, ",1440,1.7
CT,"NEW HAVEN",D,"Kerry, John",199060,54.3,"Bush, George",160390,43.8,"Other/Unknown, ",6942,1.9
CT,"NEW LONDON",D,"Kerry, John",66062,55.8,"Bush, George",49931,42.2,"Other/Unknown, ",2367,2
CT,TOLLAND,D,"Kerry, John",39146,54.6,"Bush, George",31245,43.6,"Other/Unknown, ",1338,1.9
CT,WINDHAM,D,"Kerry, John",25477,52.1,"Bush, George",22324,45.7,"Other/Unknown, ",1060,2.2
PA,ADAMS,R,"Kerry, John",13764,32.6,"Bush, George",28247,66.9,"Other/Unknown, ",217,0.5
PA,ALLEGHENY,D,"Kerry, John",368912,57.2,"Bush, George",271925,42.1,"Other/Unknown, ",4632,0.7
PA,ARMSTRONG,R,"Kerry, John",12025,38.7,"Bush, George",18925,60.9,"Other/Unknown, ",147,0.5
PA,BEAVER,D,"Kerry, John",42146,51.1,"Bush, George",39916,48.4,"Other/Unknown, ",481,0.6
PA,BEDFORD,R,"Kerry, John",6016,26.5,"Bush, George",16606,73.2,"Other/Unknown, ",57,0.3
PA,BERKS,R,"Kerry, John",76309,46.4,"Bush, George",87122,53,"Other/Unknown, ",1056,0.6
PA,BLAIR,R,"Kerry, John",18105,33.4,"Bush, George",35751,66,"Other/Unknown, ",322,0.6
PA,BRADFORD,R,"Kerry, John",8590,33.5,"Bush, George",16942,66,"Other/Unknown, ",120,0.5
PA,BUCKS,D,"Kerry, John",163438,51.1,"Bush, George",154469,48.3,"Other/Unknown, ",1909,0.6
PA,BUTLER,R,"Kerry, John",30090,35.2,"Bush, George",54959,64.3,"Other/Unknown, ",376,0.4
PA,CAMBRIA,R,"Kerry, John",32591,48.7,"Bush, George",34048,50.8,"Other/Unknown, ",344,0.5
PA,CAMERON,R,"Kerry, John",794,33,"Bush, George",1599,66.5,"Other/Unknown, ",13,0.5
PA,CARBON,R,"Kerry, John",12223,48.8,"Bush, George",12519,50,"Other/Unknown, ",301,1.2
PA,CENTRE,R,"Kerry, John",30733,47.8,"Bush, George",33133,51.6,"Other/Unknown, ",387,0.6
PA,CHESTER,R,"Kerry, John",109708,47.5,"Bush, George",120036,52,"Other/Unknown, ",1079,0.5
PA,CLARION,R,"Kerry, John",6049,35.2,"Bush, George",11063,64.4,"Other/Unknown, ",72,0.4
PA,CLEARFIELD,R,"Kerry, John",13518,39.5,"Bush, George",20533,60,"Other/Unknown, ",182,0.5
PA,CLINTON,R,"Kerry, John",5823,41.7,"Bush, George",8035,57.5,"Other/Unknown, ",109,0.8
PA,COLUMBIA,R,"Kerry, John",10679,39.7,"Bush, George",16052,59.7,"Other/Unknown, ",138,0.5
PA,CRAWFORD,R,"Kerry, John",16013,41.8,"Bush, George",21965,57.3,"Other/Unknown, ",344,0.9
PA,CUMBERLAND,R,"Kerry, John",37928,35.8,"Bush, George",67648,63.8,"Other/Unknown, ",506,0.5
PA,DAUPHIN,R,"Kerry, John",55299,45.6,"Bush, George",65296,53.9,"Other/Unknown, ",613,0.5
PA,DELAWARE,D,"Kerry, John",162601,57.1,"Bush, George",120425,42.3,"Other/Unknown, ",1512,0.5
PA,ELK,R,"Kerry, John",6602,45.4,"Bush, George",7872,54.1,"Other/Unknown, ",76,0.5
PA,ERIE,D,"Kerry, John",67921,53.9,"Bush, George",57372,45.6,"Other/Unknown, ",605,0.5
PA,FAYETTE,D,"Kerry, John",29120,53.2,"Bush, George",25045,45.8,"Other/Unknown, ",542,1
PA,FOREST,R,"Kerry, John",989,38.4,"Bush, George",1571,61.1,"Other/Unknown, ",13,0.5
PA,FRANKLIN,R,"Kerry, John",16562,28.3,"Bush, George",41817,71.4,"Other/Unknown, ",190,0.3
PA,FULTON,R,"Kerry, John",1475,23.5,"Bush, George",4772,76.1,"Other/Unknown, ",24,0.4
PA,GREENE,R,"Kerry, John",7674,49.3,"Bush, George",7786,50,"Other/Unknown, ",105,0.7
PA,HUNTINGDON,R,"Kerry, John",5879,32.6,"Bush, George",12126,67.2,"Other/Unknown, ",53,0.3
PA,INDIANA,R,"Kerry, John",15831,43.7,"Bush, George",20254,55.9,"Other/Unknown, ",163,0.4
PA,JEFFERSON,R,"Kerry, John",6073,31,"Bush, George",13371,68.4,"Other/Unknown, ",116,0.6
PA,JUNIATA,R,"Kerry, John",2797,28,"Bush, George",7144,71.4,"Other/Unknown, ",65,0.6
PA,LACKAWANNA,D,"Kerry, John",59573,56.3,"Bush, George",44766,42.3,"Other/Unknown, ",1480,1.4
PA,LANCASTER,R,"Kerry, John",74328,33.6,"Bush, George",145591,65.8,"Other/Unknown, ",1359,0.6
PA,LAWRENCE,R,"Kerry, John",21387,49.2,"Bush, George",21938,50.5,"Other/Unknown, ",117,0.3
PA,LEBANON,R,"Kerry, John",18109,32.5,"Bush, George",37089,66.6,"Other/Unknown, ",467,0.8
PA,LEHIGH,D,"Kerry, John",73940,51,"Bush, George",70160,48.4,"Other/Unknown, ",991,0.7
PA,LUZERNE,D,"Kerry, John",69573,51.1,"Bush, George",64953,47.7,"Other/Unknown, ",1502,1.1
PA,LYCOMING,R,"Kerry, John",15681,31.3,"Bush, George",33961,67.9,"Other/Unknown, ",407,0.8
PA,MCKEAN,R,"Kerry, John",6294,36.1,"Bush, George",10941,62.8,"Other/Unknown, ",191,1.1
PA,MERCER,R,"Kerry, John",24831,48.2,"Bush, George",26311,51,"Other/Unknown, ",422,0.8
PA,MIFFLIN,R,"Kerry, John",4889,29.1,"Bush, George",11726,69.8,"Other/Unknown, ",187,1.1
PA,MONROE,R,"Kerry, John",27967,49.6,"Bush, George",27971,49.6,"Other/Unknown, ",404,0.7
PA,MONTGOMERY,D,"Kerry, John",222048,55.6,"Bush, George",175741,44,"Other/Unknown, ",1802,0.5
PA,MONTOUR,R,"Kerry, John",2666,35,"Bush, George",4903,64.3,"Other/Unknown, ",55,0.7
PA,NORTHAMPTON,D,"Kerry, John",63446,50.1,"Bush, George",62102,49,"Other/Unknown, ",1192,0.9
PA,NORTHUMBERLAND,R,"Kerry, John",14602,39.3,"Bush, George",22262,60,"Other/Unknown, ",270,0.7
PA,PERRY,R,"Kerry, John",5423,27.9,"Bush, George",13919,71.6,"Other/Unknown, ",85,0.4
PA,PHILADELPHIA,D,"Kerry, John",542205,80.4,"Bush, George",130099,19.3,"Other/Unknown, ",1765,0.3
PA,PIKE,R,"Kerry, John",8656,40.6,"Bush, George",12444,58.4,"Other/Unknown, ",199,0.9
PA,POTTER,R,"Kerry, John",2268,28.5,"Bush, George",5640,70.8,"Other/Unknown, ",54,0.7
PA,SCHUYLKILL,R,"Kerry, John",29231,44.8,"Bush, George",35640,54.6,"Other/Unknown, ",398,0.6
PA,SNYDER,R,"Kerry, John",4348,29,"Bush, George",10566,70.5,"Other/Unknown, ",69,0.5
PA,SOMERSET,R,"Kerry, John",12842,34.9,"Bush, George",23802,64.7,"Other/Unknown, ",134,0.4
PA,SULLIVAN,R,"Kerry, John",1213,36.9,"Bush, George",2056,62.6,"Other/Unknown, ",16,0.5
PA,SUSQUEHANNA,R,"Kerry, John",7351,38.6,"Bush, George",11573,60.8,"Other/Unknown, ",116,0.6
PA,TIOGA,R,"Kerry, John",5437,30.9,"Bush, George",12019,68.4,"Other/Unknown, ",115,0.7
PA,UNION,R,"Kerry, John",5700,35.4,"Bush, George",10334,64.1,"Other/Unknown, ",89,0.6
PA,VENANGO,R,"Kerry, John",9024,38.1,"Bush, George",14472,61.2,"Other/Unknown, ",163,0.7
PA,WARREN,R,"Kerry, John",8044,41.7,"Bush, George",10999,57.1,"Other/Unknown, ",230,1.2
PA,WASHINGTON,D,"Kerry, John",48225,50.1,"Bush, George",47673,49.6,"Other/Unknown, ",279,0.3
PA,WAYNE,R,"Kerry, John",8060,36.7,"Bush, George",13713,62.4,"Other/Unknown, ",194,0.9
PA,WESTMORELAND,R,"Kerry, John",77774,43.5,"Bush, George",100087,56,"Other/Unknown, ",835,0.5
PA,WYOMING,R,"Kerry, John",4982,38.8,"Bush, George",7782,60.6,"Other/Unknown, ",68,0.5
PA,YORK,R,"Kerry, John",63701,35.5,"Bush, George",114270,63.7,"Other/Unknown, ",1298,0.7
CA,ALAMEDA,D,"Kerry, John",422585,75.2,"Bush, George",130911,23.3,"Other/Unknown, ",8594,1.5
CA,ALPINE,D,"Kerry, John",373,53.2,"Bush, George",311,44.4,"Other/Unknown, ",17,2.4
CA,AMADOR,R,"Kerry, John",6541,36.6,"Bush, George",11107,62.1,"Other/Unknown, ",243,1.4
CA,BUTTE,R,"Kerry, John",42448,44.1,"Bush, George",51662,53.7,"Other/Unknown, ",2047,2.1
CA,CALAVERAS,R,"Kerry, John",8286,37.1,"Bush, George",13601,60.9,"Other/Unknown, ",456,2
CA,COLUSA,R,"Kerry, John",1947,31.6,"Bush, George",4142,67.2,"Other/Unknown, ",77,1.2
CA,"CONTRA COSTA",D,"Kerry, John",257254,62.3,"Bush, George",150608,36.5,"Other/Unknown, ",5166,1.3
CA,"DEL NORTE",R,"Kerry, John",3892,41.3,"Bush, George",5356,56.9,"Other/Unknown, ",173,1.8
CA,"EL DORADO",R,"Kerry, John",32242,37.3,"Bush, George",52878,61.2,"Other/Unknown, ",1244,1.4
CA,FRESNO,R,"Kerry, John",103154,41.7,"Bush, George",141988,57.4,"Other/Unknown, ",2321,0.9
CA,GLENN,R,"Kerry, John",2995,31.7,"Bush, George",6308,66.7,"Other/Unknown, ",151,1.6
CA,HUMBOLDT,D,"Kerry, John",37988,57.7,"Bush, George",25714,39,"Other/Unknown, ",2184,3.3
CA,IMPERIAL,D,"Kerry, John",17964,52.4,"Bush, George",15890,46.4,"Other/Unknown, ",420,1.2
CA,INYO,R,"Kerry, John",3350,38.9,"Bush, George",5091,59.1,"Other/Unknown, ",175,2
CA,KERN,R,"Kerry, John",68603,32.5,"Bush, George",140417,66.5,"Other/Unknown, ",2154,1
CA,KINGS,R,"Kerry, John",10833,33.7,"Bush, George",21003,65.4,"Other/Unknown, ",274,0.9
CA,LAKE,D,"Kerry, John",13141,53.2,"Bush, George",11093,44.9,"Other/Unknown, ",485,2
CA,LASSEN,R,"Kerry, John",3158,27.6,"Bush, George",8126,71,"Other/Unknown, ",166,1.4
CA,"LOS ANGELES",D,"Kerry, John",1907736,63.1,"Bush, George",1076225,35.6,"Other/Unknown, ",39319,1.3
CA,MADERA,R,"Kerry, John",13481,34.7,"Bush, George",24871,64,"Other/Unknown, ",498,1.3
CA,MARIN,D,"Kerry, John",99070,73.2,"Bush, George",34378,25.4,"Other/Unknown, ",1877,1.4
CA,MARIPOSA,R,"Kerry, John",3251,37.5,"Bush, George",5215,60.2,"Other/Unknown, ",192,2.2
CA,MENDOCINO,D,"Kerry, John",24385,63.5,"Bush, George",12955,33.7,"Other/Unknown, ",1089,2.8
CA,MERCED,R,"Kerry, John",24491,42.3,"Bush, George",32773,56.5,"Other/Unknown, ",696,1.2
CA,MODOC,R,"Kerry, John",1149,25.7,"Bush, George",3235,72.4,"Other/Unknown, ",83,1.9
CA,MONO,D,"Kerry, John",2628,49.2,"Bush, George",2621,49.1,"Other/Unknown, ",89,1.7
CA,MONTEREY,D,"Kerry, John",75241,60.4,"Bush, George",47838,38.4,"Other/Unknown, ",1574,1.3
CA,NAPA,D,"Kerry, John",33666,59.5,"Bush, George",22059,39,"Other/Unknown, ",874,1.5
CA,NEVADA,R,"Kerry, John",24220,44.9,"Bush, George",28790,53.4,"Other/Unknown, ",910,1.7
CA,ORANGE,R,"Kerry, John",419239,39,"Bush, George",641832,59.7,"Other/Unknown, ",14328,1.3
CA,PLACER,R,"Kerry, John",55573,36.3,"Bush, George",95969,62.6,"Other/Unknown, ",1736,1.1
CA,PLUMAS,R,"Kerry, John",4129,36.9,"Bush, George",6905,61.7,"Other/Unknown, ",156,1.4
CA,RIVERSIDE,R,"Kerry, John",228806,41,"Bush, George",322473,57.8,"Other/Unknown, ",6300,1.1
CA,SACRAMENTO,D,"Kerry, John",236657,49.5,"Bush, George",235539,49.3,"Other/Unknown, ",5670,1.2
CA,"SAN BENITO",D,"Kerry, John",9851,52.6,"Bush, George",8698,46.5,"Other/Unknown, ",176,0.9
CA,"SAN BERNARDINO",R,"Kerry, John",227789,43.5,"Bush, George",289306,55.3,"Other/Unknown, ",6181,1.2
CA,"SAN DIEGO",R,"Kerry, John",526437,46.3,"Bush, George",596033,52.5,"Other/Unknown, ",13874,1.2
CA,"SAN FRANCISCO",D,"Kerry, John",296772,83,"Bush, George",54355,15.2,"Other/Unknown, ",6338,1.8
CA,"SAN JOAQUIN",R,"Kerry, John",87012,45.8,"Bush, George",100978,53.2,"Other/Unknown, ",1874,1
CA,"SAN LUIS OBISPO",R,"Kerry, John",58742,45.5,"Bush, George",67995,52.7,"Other/Unknown, ",2313,1.8
CA,"SAN MATEO",D,"Kerry, John",197922,69.5,"Bush, George",83315,29.2,"Other/Unknown, ",3620,1.3
CA,"SANTA BARBARA",D,"Kerry, John",90314,53.2,"Bush, George",76806,45.2,"Other/Unknown, ",2741,1.6
CA,"SANTA CLARA",D,"Kerry, John",386100,63.9,"Bush, George",209094,34.6,"Other/Unknown, ",8622,1.4
CA,"SANTA CRUZ",D,"Kerry, John",89102,73,"Bush, George",30354,24.9,"Other/Unknown, ",2628,2.2
CA,SHASTA,R,"Kerry, John",24339,31.3,"Bush, George",52249,67.2,"Other/Unknown, ",1143,1.5
CA,SIERRA,R,"Kerry, John",646,33.2,"Bush, George",1249,64.1,"Other/Unknown, ",53,2.7
CA,SISKIYOU,R,"Kerry, John",7880,37.7,"Bush, George",12673,60.6,"Other/Unknown, ",346,1.7
CA,SOLANO,D,"Kerry, John",85096,57.2,"Bush, George",62301,41.9,"Other/Unknown, ",1440,1
CA,SONOMA,D,"Kerry, John",148261,67.2,"Bush, George",68204,30.9,"Other/Unknown, ",4225,1.9
CA,STANISLAUS,R,"Kerry, John",58829,40.4,"Bush, George",85407,58.6,"Other/Unknown, ",1388,1
CA,SUTTER,R,"Kerry, John",9602,31.9,"Bush, George",20254,67.2,"Other/Unknown, ",289,1
CA,TEHAMA,R,"Kerry, John",7504,32,"Bush, George",15572,66.4,"Other/Unknown, ",368,1.6
CA,TRINITY,R,"Kerry, John",2782,42.7,"Bush, George",3560,54.7,"Other/Unknown, ",171,2.6
CA,TULARE,R,"Kerry, John",32494,32.9,"Bush, George",65399,66.2,"Other/Unknown, ",967,1
CA,TUOLUMNE,R,"Kerry, John",10104,38.5,"Bush, George",15745,60,"Other/Unknown, ",386,1.5
CA,VENTURA,R,"Kerry, John",148859,47.5,"Bush, George",160314,51.2,"Other/Unknown, ",4020,1.3
CA,YOLO,D,"Kerry, John",42885,59.3,"Bush, George",28005,38.8,"Other/Unknown, ",1379,1.9
